File1,Length1 (seconds),File2,Length2 (seconds),Distance
jen.wav,6.185333333333333,small-smita-1.wav,6.293333333333333,0.8940170637111949
jen.wav,6.185333333333333,long-smita-2.wav,13.013333333333334,0.9056793980258572
jen.wav,6.185333333333333,long-ajay-1.wav,11.648,1.0800250301167282
jen.wav,6.185333333333333,long-ajay-3.wav,29.802666666666667,1.0723491596720647
jen.wav,6.185333333333333,long-smita-1.wav,34.602666666666664,0.930286701333361
jen.wav,6.185333333333333,long-ajay-2.wav,13.866666666666667,0.9838594068481058
jen.wav,6.185333333333333,small-ajay-1.wav,5.269333333333333,1.0081225804739686
jen.wav,6.185333333333333,small-ajay-2.wav,5.1626666666666665,1.0132031217678377
jen.wav,6.185333333333333,small-ajay-3.wav,7.082666666666666,1.0851462439382054
jen.wav,6.185333333333333,nate.wav,3.732,0.9265921088014354
jen.wav,6.185333333333333,darren.wav,5.268,0.9074556746788386
jen.wav,6.185333333333333,darren2.wav,6.910666666666667,0.8706570398824393
small-smita-1.wav,6.293333333333333,long-smita-2.wav,13.013333333333334,0.20482781945441086
small-smita-1.wav,6.293333333333333,long-ajay-1.wav,11.648,0.744290572634182
small-smita-1.wav,6.293333333333333,long-ajay-3.wav,29.802666666666667,0.7928140385283178
small-smita-1.wav,6.293333333333333,long-smita-1.wav,34.602666666666664,0.22206337108630148
small-smita-1.wav,6.293333333333333,long-ajay-2.wav,13.866666666666667,0.7939860848009155
small-smita-1.wav,6.293333333333333,small-ajay-1.wav,5.269333333333333,0.820077973461464
small-smita-1.wav,6.293333333333333,small-ajay-2.wav,5.1626666666666665,0.863592877221905
small-smita-1.wav,6.293333333333333,small-ajay-3.wav,7.082666666666666,0.8771825667246491
small-smita-1.wav,6.293333333333333,nate.wav,3.732,0.9141363098295715
small-smita-1.wav,6.293333333333333,darren.wav,5.268,1.0223729579183185
small-smita-1.wav,6.293333333333333,darren2.wav,6.910666666666667,0.9866638417673341
long-smita-2.wav,13.013333333333334,long-ajay-1.wav,11.648,0.75036664011009
long-smita-2.wav,13.013333333333334,long-ajay-3.wav,29.802666666666667,0.8380321067966024
long-smita-2.wav,13.013333333333334,long-smita-1.wav,34.602666666666664,0.16403839975353984
long-smita-2.wav,13.013333333333334,long-ajay-2.wav,13.866666666666667,0.8532545438826922
long-smita-2.wav,13.013333333333334,small-ajay-1.wav,5.269333333333333,0.8818701884566924
long-smita-2.wav,13.013333333333334,small-ajay-2.wav,5.1626666666666665,0.9074990467279229
long-smita-2.wav,13.013333333333334,small-ajay-3.wav,7.082666666666666,0.8987799712905388
long-smita-2.wav,13.013333333333334,nate.wav,3.732,1.0568234207745875
long-smita-2.wav,13.013333333333334,darren.wav,5.268,1.0461605054561502
long-smita-2.wav,13.013333333333334,darren2.wav,6.910666666666667,1.0458011566924683
long-ajay-1.wav,11.648,long-ajay-3.wav,29.802666666666667,0.18177903248111937
long-ajay-1.wav,11.648,long-smita-1.wav,34.602666666666664,0.6848600033202362
long-ajay-1.wav,11.648,long-ajay-2.wav,13.866666666666667,0.31666466809276916
long-ajay-1.wav,11.648,small-ajay-1.wav,5.269333333333333,0.3589564587833248
long-ajay-1.wav,11.648,small-ajay-2.wav,5.1626666666666665,0.37952047424015667
long-ajay-1.wav,11.648,small-ajay-3.wav,7.082666666666666,0.2678835093128765
long-ajay-1.wav,11.648,nate.wav,3.732,1.0803957392879826
long-ajay-1.wav,11.648,darren.wav,5.268,1.040208041994949
long-ajay-1.wav,11.648,darren2.wav,6.910666666666667,1.1267854451568629
long-ajay-3.wav,29.802666666666667,long-smita-1.wav,34.602666666666664,0.7696129850256651
long-ajay-3.wav,29.802666666666667,long-ajay-2.wav,13.866666666666667,0.27212218021747814
long-ajay-3.wav,29.802666666666667,small-ajay-1.wav,5.269333333333333,0.35066146720594116
long-ajay-3.wav,29.802666666666667,small-ajay-2.wav,5.1626666666666665,0.2866428913461897
long-ajay-3.wav,29.802666666666667,small-ajay-3.wav,7.082666666666666,0.28995052228987006
long-ajay-3.wav,29.802666666666667,nate.wav,3.732,1.0501145811003751
long-ajay-3.wav,29.802666666666667,darren.wav,5.268,0.9821094742671173
long-ajay-3.wav,29.802666666666667,darren2.wav,6.910666666666667,1.0466349905266443
long-smita-1.wav,34.602666666666664,long-ajay-2.wav,13.866666666666667,0.7938518797111306
long-smita-1.wav,34.602666666666664,small-ajay-1.wav,5.269333333333333,0.8347970852129023
long-smita-1.wav,34.602666666666664,small-ajay-2.wav,5.1626666666666665,0.8481109793189925
long-smita-1.wav,34.602666666666664,small-ajay-3.wav,7.082666666666666,0.8360690864818112
long-smita-1.wav,34.602666666666664,nate.wav,3.732,1.0473311351305499
long-smita-1.wav,34.602666666666664,darren.wav,5.268,1.0446776505824968
long-smita-1.wav,34.602666666666664,darren2.wav,6.910666666666667,1.0424124073786543
long-ajay-2.wav,13.866666666666667,small-ajay-1.wav,5.269333333333333,0.475234056073659
long-ajay-2.wav,13.866666666666667,small-ajay-2.wav,5.1626666666666665,0.28606468045035904
long-ajay-2.wav,13.866666666666667,small-ajay-3.wav,7.082666666666666,0.36575162755524715
long-ajay-2.wav,13.866666666666667,nate.wav,3.732,0.9708815222008371
long-ajay-2.wav,13.866666666666667,darren.wav,5.268,0.9778321998593774
long-ajay-2.wav,13.866666666666667,darren2.wav,6.910666666666667,0.965156101418577
small-ajay-1.wav,5.269333333333333,small-ajay-2.wav,5.1626666666666665,0.5542102258129329
small-ajay-1.wav,5.269333333333333,small-ajay-3.wav,7.082666666666666,0.5122359400028822
small-ajay-1.wav,5.269333333333333,nate.wav,3.732,0.928847837819436
small-ajay-1.wav,5.269333333333333,darren.wav,5.268,1.056653987119317
small-ajay-1.wav,5.269333333333333,darren2.wav,6.910666666666667,1.1369757963163147
small-ajay-2.wav,5.1626666666666665,small-ajay-3.wav,7.082666666666666,0.3523754716730959
small-ajay-2.wav,5.1626666666666665,nate.wav,3.732,1.0834036193758958
small-ajay-2.wav,5.1626666666666665,darren.wav,5.268,0.9477324907922712
small-ajay-2.wav,5.1626666666666665,darren2.wav,6.910666666666667,1.0229734822539684
small-ajay-3.wav,7.082666666666666,nate.wav,3.732,1.078397633636522
small-ajay-3.wav,7.082666666666666,darren.wav,5.268,1.0091448713811582
small-ajay-3.wav,7.082666666666666,darren2.wav,6.910666666666667,1.0779095920673398
nate.wav,3.732,darren.wav,5.268,0.7867862154655924
nate.wav,3.732,darren2.wav,6.910666666666667,0.8136559701748151
darren.wav,5.268,darren2.wav,6.910666666666667,0.5125781883174404
